tanggal,PM2.5,PM10,SO2,NO2,CO,O3
2013-03-01,6.458333333333333,10.833333333333334,9.25,27.708333333333332,341.6666666666667,72.08333333333333
2013-03-02,32.42857142857143,42.095238095238095,36.476190476190474,67.66666666666667,1042.7619047619048,36.38095238095238
2013-03-03,104.75,135.5,63.708333333333336,105.66666666666667,2308.0,18.583333333333332
2013-03-04,22.875,35.083333333333336,14.666666666666666,49.541666666666664,674.9583333333334,62.458333333333336
2013-03-05,131.83333333333334,173.08333333333334,89.20833333333333,137.20833333333334,2578.875,77.58333333333333
2013-03-06,199.14285714285714,216.71428571428572,117.80952380952381,148.28571428571428,2909.1428571428573,29.80952380952381
2013-03-07,270.375,294.5833333333333,102.95833333333333,167.08333333333334,4158.0,47.583333333333336
2013-03-08,217.8695652173913,239.69565217391303,69.0,129.0,3069.4347826086955,99.21739130434783
2013-03-09,56.375,218.125,39.625,51.25,1404.0833333333333,93.41666666666667
2013-03-10,36.73913043478261,51.17391304347826,21.130434782608695,55.17391304347826,760.8695652173913,94.3913043478261
2013-03-11,113.04166666666667,134.04166666666666,86.33333333333333,87.0,1337.3333333333333,87.04166666666667
2013-03-12,127.83333333333333,120.125,38.541666666666664,90.79166666666667,1999.7083333333333,50.166666666666664
2013-03-13,19.652173913043477,16.869565217391305,13.652173913043478,38.47826086956522,508.69565217391306,78.43478260869566
2013-03-14,88.1304347826087,97.82608695652173,63.34782608695652,76.04347826086956,1399.9130434782608,86.21739130434783
2013-03-15,211.04166666666666,225.125,79.95833333333333,113.33333333333333,2416.2083333333335,60.333333333333336
2013-03-16,244.5,217.20833333333334,74.45833333333333,97.75,2320.625,81.58333333333333
2013-03-17,282.375,280.5,82.33333333333333,120.875,2682.9583333333335,106.29166666666667
2013-03-18,69.78260869565217,85.21739130434783,16.217391304347824,42.0,804.304347826087,90.69565217391305
2013-03-19,32.875,32.916666666666664,11.75,41.916666666666664,679.1666666666666,35.541666666666664
2013-03-20,49.833333333333336,39.125,12.875,41.0,879.1666666666666,44.291666666666664
2013-03-21,122.83333333333333,136.625,31.583333333333332,82.20833333333333,1266.5416666666667,24.666666666666668
2013-03-22,79.26086956521739,116.82608695652173,25.08695652173913,58.34782608695652,869.5217391304348,55.95652173913044
2013-03-23,52.041666666666664,86.70833333333333,30.041666666666668,55.5,1137.375,37.208333333333336
2013-03-24,12.68421052631579,22.63157894736842,7.684210526315789,28.789473684210527,405.2631578947368,69.10526315789474
2013-03-25,111.375,128.75,40.375,83.625,1150.0,65.125
2013-03-26,175.63636363636363,203.13636363636363,64.5909090909091,89.13636363636364,1545.2727272727273,22.318181818181817
2013-03-27,92.26086956521739,120.73913043478261,16.652173913043477,45.82608695652174,812.9565217391304,50.608695652173914
2013-03-28,28.375,48.041666666666664,8.791666666666666,37.25,533.3333333333334,75.70833333333333
2013-03-29,91.375,129.83333333333334,46.791666666666664,76.79166666666667,1670.5833333333333,31.0
2013-03-30,75.78260869565217,99.26086956521739,57.130434782608695,58.26086956521739,1617.2173913043478,55.21739130434783
2013-03-31,170.08333333333334,183.04166666666666,26.125,74.33333333333333,1328.9583333333333,7.666666666666667
2013-04-01,92.125,110.58333333333333,36.666666666666664,49.458333333333336,1403.9166666666667,57.125
2013-04-02,98.08695652173913,125.56521739130434,40.34782608695652,70.82608695652173,1430.2608695652175,64.65217391304348
2013-04-03,121.1304347826087,179.95652173913044,45.869565217391305,82.1304347826087,1482.2173913043478,63.608695652173914
2013-04-04,69.70833333333333,101.83333333333333,62.166666666666664,76.125,2299.6666666666665,33.208333333333336
2013-04-05,56.583333333333336,46.041666666666664,13.708333333333334,41.708333333333336,1183.2083333333333,44.0
2013-04-06,11.625,19.75,6.25,30.583333333333332,429.1666666666667,72.91666666666667
2013-04-07,78.30434782608695,104.82608695652173,40.65217391304348,63.52173913043478,1256.3478260869565,50.21739130434783
2013-04-08,25.130434782608695,112.21739130434783,4.869565217391305,24.043478260869566,343.4782608695652,80.21739130434783
2013-04-09,12.208333333333334,25.833333333333332,3.5416666666666665,20.75,312.5,89.875
2013-04-10,13.375,26.791666666666668,4.5,35.375,416.6666666666667,69.8125
2013-04-11,18.857142857142858,39.80952380952381,7.285714285714286,64.24665238095238,595.2380952380952,49.5312
2013-04-12,55.90909090909091,116.22727272727273,23.5,86.72727272727273,863.6363636363636,34.59085454545454
2013-04-13,60.125,128.0,24.25,57.833333333333336,741.625,49.708333333333336
2013-04-14,32.75,95.66666666666667,11.208333333333334,38.875,587.5,80.91666666666667
2013-04-15,74.13636363636364,146.95454545454547,50.5,60.90909090909091,1445.090909090909,69.31818181818181
2013-04-16,62.5,136.33333333333334,31.875,51.916666666666664,1041.5833333333333,79.125
2013-04-17,47.083333333333336,66.95833333333333,16.583333333333332,49.458333333333336,616.6666666666666,73.45833333333333
2013-04-18,13.391304347826088,42.391304347826086,4.043478260869565,24.043478260869566,300.0,81.43478260869566
