tanggal,PM2.5,PM10,SO2,NO2,CO,O3
2013-03-01,8.0,14.291666666666666,11.652173913043478,32.43478260869565,395.6521739130435,46.34782608695652
2013-03-02,29.083333333333332,41.625,34.25,73.70833333333333,908.3333333333334,17.666666666666668
2013-03-03,80.125,130.75,50.208333333333336,86.95833333333333,2074.5833333333335,12.083333333333334
2013-03-04,22.875,52.375,27.083333333333332,66.83333333333333,829.0833333333334,31.75
2013-03-05,134.04166666666666,196.95833333333334,80.73913043478261,121.0,2530.086956521739,48.541666666666664
2013-03-06,229.54166666666666,276.875,104.29166666666667,130.41666666666666,3328.7083333333335,16.291666666666668
2013-03-07,238.0,318.3333333333333,79.95833333333333,133.58333333333334,4733.0,25.208333333333332
2013-03-08,210.625,273.7083333333333,60.67653333333333,121.02794583333333,4522.545454545455,64.45833333333333
2013-03-09,66.0,205.8095238095238,25.801078260869566,44.71869565217391,1277.1818181818182,61.708333333333336
2013-03-10,38.083333333333336,71.45833333333333,18.958333333333332,61.166666666666664,816.625,67.45833333333333
2013-03-11,139.95833333333334,197.91666666666666,79.875,89.91666666666667,2295.4347826086955,56.416666666666664
2013-03-12,134.375,148.45833333333334,24.608695652173914,84.81818181818181,2249.75,21.0
2013-03-13,21.708333333333332,30.875,18.541666666666668,70.25,645.7916666666666,47.458333333333336
2013-03-14,104.375,120.45833333333333,57.083333333333336,92.41666666666667,1454.0416666666667,61.041666666666664
2013-03-15,225.08333333333334,251.33333333333334,80.79166666666667,133.95833333333334,2345.4583333333335,37.791666666666664
2013-03-16,248.08333333333334,262.5833333333333,79.75,121.95833333333333,2578.086956521739,59.791666666666664
2013-03-17,284.9166666666667,316.6666666666667,79.95833333333333,140.20833333333334,2769.086956521739,88.70833333333333
2013-03-18,70.79166666666667,106.75,20.833333333333332,59.583333333333336,843.4347826086956,82.0
2013-03-19,35.458333333333336,41.791666666666664,14.75,61.208333333333336,734.7826086956521,16.318181818181817
2013-03-20,53.708333333333336,52.25,18.583333333333332,61.375,956.4782608695652,26.863636363636363
2013-03-21,133.375,159.83333333333334,32.541666666666664,96.65217391304348,1399.875,11.125
2013-03-22,84.79166666666667,124.58333333333333,32.041666666666664,90.45833333333333,979.125,33.25
2013-03-23,55.166666666666664,83.375,35.0,75.91666666666667,1145.6666666666667,27.625
2013-03-24,19.583333333333332,32.958333333333336,16.333333333333332,60.416666666666664,431.57894736842104,53.43644545454545
2013-03-25,104.625,140.08333333333334,50.708333333333336,109.91666666666667,1224.875,30.705255555555556
2013-03-26,181.375,239.20833333333334,66.75,128.5,1838.9565217391305,11.282691666666667
2013-03-27,89.375,117.375,24.958333333333332,64.0,1039.0434782608695,40.1057
2013-03-28,25.666666666666668,51.69565217391305,10.003766666666666,64.09742916666666,350.0,57.845718181818185
2013-03-29,75.33333333333333,124.64583333333333,35.99633333333333,98.5997625,1476.7692307692307,30.45648
2013-03-30,89.04166666666667,114.875,55.5,84.16666666666667,1599.6666666666667,36.875
2013-03-31,185.29166666666666,216.91666666666666,20.0,80.25,1483.1666666666667,2.3333333333333335
2013-04-01,100.79166666666667,130.41666666666666,19.458333333333332,70.75,1078.1304347826087,52.63636363636363
2013-04-02,110.54166666666667,152.875,42.375,109.95833333333333,1428.9583333333333,45.75
2013-04-03,145.16666666666666,225.70833333333334,43.875,119.20833333333333,1620.6666666666667,47.916666666666664
2013-04-04,70.625,99.58333333333333,39.208333333333336,95.0,1903.7083333333333,28.291666666666668
2013-04-05,69.33333333333333,57.708333333333336,13.0,56.375,1147.7826086956522,42.54545454545455
2013-04-06,13.125,27.875,9.791666666666666,68.375,720.7916666666666,50.0
2013-04-07,85.08333333333333,136.45833333333334,39.875,82.66666666666667,1299.8260869565217,35.21739130434783
2013-04-08,25.208333333333332,122.54166666666667,12.590909090909092,29.666666666666668,404.76190476190476,72.41666666666667
2013-04-09,10.375,33.958333333333336,12.0,37.375,250.0,76.46920909090909
2013-04-10,12.25,30.291666666666668,10.083333333333334,61.833333333333336,291.6666666666667,57.85285
2013-04-11,18.75,57.791666666666664,14.333166666666665,90.91455833333333,577.2727272727273,38.03865
2013-04-12,49.708333333333336,124.91666666666667,29.833333333333332,123.24149583333333,718.1818181818181,21.8737
2013-04-13,50.708333333333336,128.16666666666666,23.184066666666666,85.6086956521739,591.304347826087,42.27272727272727
2013-04-14,34.333333333333336,110.625,16.458333333333332,86.45833333333333,491.6666666666667,59.166666666666664
2013-04-15,75.70833333333333,158.0,48.333333333333336,94.69565217391305,1429.0,54.75
2013-04-16,51.291666666666664,122.41666666666667,28.6364,56.12777916666667,856.5217391304348,70.82315833333332
2013-04-17,47.625,74.75,22.304347826086957,54.130434782608695,695.4545454545455,72.77409999999999
2013-04-18,7.083333333333333,22.833333333333332,5.541666666666667,29.0,286.95652173913044,76.061325
2013-04-19,45.458333333333336,82.58333333333333,18.708333333333332,52.125,716.6666666666666,47.75
2013-04-20,71.66666666666667,76.08333333333333,14.0,55.916666666666664,713.0434782608696,53.79156666666666
2013-04-21,125.04166666666667,157.16666666666666,35.3207,83.13305652173914,1087.4375,48.54318181818182
2013-04-22,176.69565217391303,189.3913043478261,63.208333333333336,84.04347826086956,1295.6666666666667,24.333333333333332
2013-04-23,203.79166666666666,199.29166666666666,35.5,89.70833333333333,1341.5,15.791666666666666
2013-04-24,112.5,140.875,17.666666666666668,73.25,1149.9166666666667,35.916666666666664
2013-04-25,15.083333333333334,49.833333333333336,9.26086956521739,54.34782608695652,421.7391304347826,50.40909090909091
2013-04-26,79.33333333333333,154.08333333333334,32.958333333333336,91.29166666666667,1062.4166666666667,48.208333333333336
2013-04-27,63.57142857142857,104.1304347826087,39.5,77.0,886.3636363636364,74.9047619047619
2013-04-28,72.70833333333333,118.91666666666667,55.375,62.75,1637.375,83.625
2013-04-29,20.791666666666668,91.125,11.043478260869565,48.08695652173913,431.1875,58.50280909090909
2013-04-30,32.416666666666664,75.625,13.375,51.875,525.0,51.375
2013-05-01,44.958333333333336,97.66666666666667,20.416666666666668,56.333333333333336,616.6666666666666,70.66666666666667
2013-05-02,80.375,127.16666666666667,46.541666666666664,61.208333333333336,958.3333333333334,76.75
2013-05-03,64.95833333333333,84.16666666666667,24.833333333333332,43.416666666666664,786.9130434782609,108.0
2013-05-04,107.5,133.375,32.541666666666664,55.625,841.6666666666666,92.70833333333333
2013-05-05,181.95833333333334,234.875,53.708333333333336,88.25,1370.625,86.54166666666667
2013-05-06,232.95833333333334,249.95833333333334,46.208333333333336,72.45833333333333,1617.2173913043478,113.76119166666666
2013-05-07,176.16666666666666,215.75,57.916666666666664,90.33333333333333,1333.125,109.30434782608695
2013-05-08,159.08695652173913,160.25,70.20833333333333,82.125,1590.7727272727273,69.167425
2013-05-09,57.958333333333336,62.291666666666664,31.083333333333332,65.20833333333333,647.8260869565217,37.375
2013-05-10,49.625,84.83333333333333,28.083333333333332,49.625,650.0,48.583333333333336
