tanggal,PM2.5,PM10,SO2,NO2,CO,O3
2013-03-01,6.25,7.25,3.0,2.625,212.5,78.875
2013-03-02,34.041666666666664,41.708333333333336,25.083333333333332,56.375,875.0,24.708333333333332
2013-03-03,48.22222222222222,72.55555555555556,22.61111111111111,43.27777777777778,866.6666666666666,37.5
2013-03-04,20.5,30.22222222222222,11.222222222222221,16.5,466.6666666666667,75.11111111111111
2013-03-05,105.375,117.20833333333333,36.375,58.375,1187.375,86.5
2013-03-06,220.79166666666666,225.0,71.25,96.33333333333333,2166.5,73.125
2013-03-07,147.23809523809524,160.66666666666666,49.666666666666664,100.95238095238095,1818.857142857143,61.523809523809526
2013-03-08,147.2173913043478,218.82608695652175,33.34782608695652,57.04347826086956,1439.0434782608695,88.1304347826087
2013-03-09,103.41666666666667,175.58333333333334,22.916666666666668,35.666666666666664,1124.8333333333333,105.66666666666667
2013-03-10,27.272727272727273,40.59090909090909,11.409090909090908,16.318181818181817,386.3636363636364,94.27272727272727
2013-03-11,119.86363636363636,153.0909090909091,64.13636363636364,69.63636363636364,1290.6818181818182,89.81818181818181
2013-03-12,138.08333333333334,136.79166666666666,27.333333333333332,70.58333333333333,1545.5,43.041666666666664
2013-03-13,11.85,16.9,5.45,10.7,270.0,85.8
2013-03-14,107.83333333333333,107.0,35.916666666666664,64.54166666666667,1253.9166666666667,81.29166666666667
2013-03-15,209.13636363636363,195.5909090909091,51.77272727272727,80.31818181818181,1599.909090909091,63.27272727272727
2013-03-16,237.5,219.375,42.791666666666664,83.29166666666667,2053.875,93.625
2013-03-17,326.5,290.5,45.416666666666664,107.54166666666667,2641.3333333333335,104.16666666666667
2013-03-18,33.708333333333336,63.666666666666664,5.916666666666667,15.833333333333334,429.1666666666667,93.41666666666667
2013-03-19,45.21739130434783,33.869565217391305,4.0,28.26086956521739,608.695652173913,35.69565217391305
2013-03-20,31.041666666666668,23.916666666666668,5.833333333333333,18.833333333333332,475.0,63.208333333333336
2013-03-21,132.625,117.20833333333333,10.375,43.625,1016.6666666666666,40.833333333333336
2013-03-22,55.208333333333336,90.58333333333333,10.916666666666666,25.875,554.1666666666666,75.83333333333333
2013-03-23,50.56521739130435,65.56521739130434,17.652173913043477,35.95652173913044,756.5217391304348,47.69565217391305
2013-03-24,9.85,11.45,4.4,7.95,230.0,84.05
2013-03-25,124.75,145.375,32.0,66.125,1337.5,65.75
2013-03-26,175.1304347826087,199.69565217391303,40.130434782608695,75.26086956521739,1386.8260869565217,39.26086956521739
2013-03-27,107.72727272727273,116.95454545454545,17.045454545454547,35.0,886.3636363636364,61.54545454545455
2013-03-28,13.25,18.541666666666668,4.0,13.083333333333334,250.0,86.875
2013-03-29,45.391304347826086,65.52173913043478,15.0,29.47826086956522,782.5652173913044,65.56521739130434
2013-03-30,81.33333333333333,103.75,43.958333333333336,42.458333333333336,1345.75,65.08333333333333
2013-03-31,148.04347826086956,144.3913043478261,11.043478260869565,51.56521739130435,1017.304347826087,17.565217391304348
2013-04-01,127.72727272727273,172.0909090909091,10.636363636363637,32.09090909090909,1027.2727272727273,51.0
2013-04-02,74.28571428571429,102.57142857142857,21.333333333333332,31.571428571428573,828.4761904761905,90.0
2013-04-03,114.95454545454545,192.27272727272728,30.772727272727273,40.68181818181818,1213.590909090909,85.18181818181819
2013-04-04,56.73913043478261,78.21739130434783,21.347826086956523,46.78260869565217,1395.608695652174,42.65217391304348
2013-04-05,53.791666666666664,41.875,5.625,21.958333333333332,883.2916666666666,51.625
2013-04-06,11.772727272727273,14.818181818181818,5.454545454545454,12.954545454545455,263.6363636363636,71.68181818181819
2013-04-07,65.625,96.04166666666667,21.625,37.583333333333336,891.625,53.416666666666664
2013-04-08,18.652173913043477,86.82608695652173,3.4347826086956523,5.695652173913044,226.08695652173913,86.04347826086956
2013-04-09,11.0,19.666666666666668,3.0,3.4285714285714284,200.0,96.95238095238095
2013-04-10,11.368421052631579,17.894736842105264,4.105263157894737,7.526315789473684,289.4736842105263,80.16716842105264
2013-04-11,14.642857142857142,32.92857142857143,4.285714285714286,15.5,342.85714285714283,57.6351
2013-04-12,42.89473684210526,75.0,11.631578947368421,39.73684210526316,557.8947368421053,53.634052631578946
2013-04-13,34.65217391304348,64.04347826086956,7.130434782608695,18.304347826086957,365.2173913043478,65.65217391304348
2013-04-14,30.894736842105264,88.3157894736842,10.210526315789474,17.68421052631579,389.4736842105263,86.73684210526316
2013-04-15,71.91666666666667,160.08333333333334,29.625,40.833333333333336,1025.0,70.83333333333333
2013-04-16,44.27272727272727,99.81818181818181,15.5,22.045454545454547,690.9090909090909,83.45454545454545
2013-04-17,45.25,72.41666666666667,12.625,32.041666666666664,562.5,80.83333333333333
2013-04-18,7.388888888888889,16.833333333333332,3.0555555555555554,6.833333333333333,227.77777777777777,81.61111111111111
2013-04-19,42.041666666666664,64.33333333333333,14.791666666666666,30.666666666666668,658.3333333333334,63.583333333333336
2013-04-20,75.14285714285714,75.14285714285714,9.619047619047619,33.333333333333336,676.1904761904761,65.80952380952381
2013-04-21,93.88888888888889,93.88888888888889,10.11111111111111,42.333333333333336,794.4444444444445,65.55555555555556
2013-04-22,182.75,176.33333333333334,30.541666666666668,52.583333333333336,1220.6666666666667,42.041666666666664
2013-04-23,188.3181818181818,179.3181818181818,17.818181818181817,54.22727272727273,1109.090909090909,30.40909090909091
2013-04-24,63.333333333333336,65.04761904761905,5.190476190476191,21.714285714285715,466.6666666666667,58.76190476190476
2013-04-25,9.380952380952381,22.571428571428573,3.9523809523809526,8.714285714285714,242.85714285714286,77.57142857142857
